Mapped 'مدين مصري' to debitEgp at column index 18
Parsed NUMERIC/FORMULA for col 12 row 42 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 42 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 42 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 43 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 43 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 43 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 43 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 44 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 44 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 44 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 44 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 45 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 45 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 45 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 45 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 46 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 46 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 46 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 46 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 47 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 47 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 47 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 47 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 48 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 48 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 48 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 48 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 49 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 49 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 49 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 49 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 50 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 50 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 50 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 50 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 51 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 51 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 51 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 51 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 52 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 52 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 52 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 52 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 53 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 53 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 53 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 53 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 54 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 54 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 54 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 54 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 55 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 55 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 55 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 55 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 56 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 56 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 56 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 56 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 57 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 57 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 57 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 57 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 58 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 58 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 58 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 58 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 59 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 59 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 59 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 59 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 60 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 60 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 60 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 60 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 61 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 61 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 61 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 61 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 62 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 62 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 62 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 62 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 63 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 63 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 63 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 63 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 64 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 64 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 64 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 64 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 65 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 65 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 65 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 65 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 66 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 66 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 66 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 66 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 67 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 67 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 67 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 67 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 68 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 68 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 68 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 68 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 69 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 69 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 69 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 69 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 70 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 70 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 70 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 70 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 71 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 71 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 71 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 71 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 72 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 72 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 72 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 72 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 73 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 73 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 73 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 73 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 74 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 74 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 74 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 74 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 75 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 75 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 75 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 75 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 76 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 76 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 76 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 76 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 77 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 77 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 77 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 77 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 78 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 78 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 78 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 78 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 79 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 79 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 79 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 79 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 80 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 80 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 80 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 80 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 81 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 81 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 81 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 81 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 82 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 82 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 82 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 82 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 83 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 83 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 83 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 83 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 84 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 84 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 84 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 84 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 85 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 85 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 85 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 85 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 86 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 86 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 86 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 86 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 87 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 87 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 87 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 87 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 88 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 88 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 88 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 88 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 89 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 89 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 89 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 89 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 90 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 90 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 90 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 90 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 91 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 91 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 91 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 91 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 92 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 92 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 92 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 92 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 93 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 93 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 93 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 93 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 94 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 94 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 94 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 94 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 95 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 95 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 95 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 95 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 96 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 96 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 96 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 96 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 97 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 97 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 97 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 97 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 98 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 98 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 98 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 98 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 99 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 99 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 99 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 99 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 100 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 100 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 100 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 100 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 101 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 101 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 101 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 101 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 102 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 102 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 102 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 102 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 103 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 103 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 103 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 103 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 104 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 104 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 104 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 104 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 105 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 105 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 105 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 105 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 106 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 106 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 106 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 106 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 107 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 107 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 107 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 107 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 108 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 108 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 108 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 108 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 109 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 109 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 109 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 109 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 110 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 110 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 110 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 110 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 111 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 111 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 111 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 111 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 112 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 112 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 112 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 112 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 113 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 113 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 113 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 113 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 114 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 114 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 114 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 114 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 115 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 115 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 115 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 115 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 116 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 116 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 116 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 116 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 117 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 117 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 117 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 117 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 118 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 118 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 118 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 118 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 119 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 119 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 119 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 119 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 120 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 120 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 120 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 120 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 121 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 121 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 121 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 121 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 122 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 122 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 122 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 122 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 123 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 123 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 123 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 123 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 124 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 124 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 124 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 124 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 125 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 125 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 125 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 125 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 126 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 126 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 126 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 126 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 127 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 127 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 127 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 127 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 128 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 128 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 128 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 128 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 129 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 129 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 129 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 129 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 130 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 130 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 130 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 130 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 131 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 131 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 131 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 131 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 132 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 132 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 132 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 132 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 133 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 133 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 133 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 133 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 134 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 134 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 134 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 134 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 135 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 135 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 135 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 135 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 136 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 136 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 136 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 136 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 137 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 137 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 137 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 137 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 138 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 138 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 138 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 138 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 139 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 139 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 139 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 139 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 140 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 140 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 140 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 140 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 141 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 141 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 141 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 141 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 142 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 142 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 142 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 142 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 143 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 143 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 143 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 143 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 144 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 144 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 144 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 144 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 145 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 145 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 145 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 145 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 146 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 146 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 146 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 146 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 147 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 147 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 147 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 147 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 148 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 148 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 148 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 148 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 149 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 149 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 149 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 149 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 150 -> 0.0
Parsed NUMERIC/FORMULA for col 12 row 150 -> 0.0
Parsed NUMERIC/FORMULA for col 13 row 150 -> 0.0
Parsed NUMERIC/FORMULA for col 14 row 150 -> 0.0
Parsed NUMERIC/FORMULA for col 11 row 151 -> 0.0
